age,ratings,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,order_month,is_weekend,pickup_time_minutes,order_time_of_day,distance,distance_type
34.0,4.0,windy,jam,0,snack,motorcycle,2.0,no,metropolitian,39,3,1,5.0,night,13.76685500858734,long
36.0,4.6,windy,low,0,buffet,motorcycle,1.0,no,metropolitian,20,4,0,10.0,night,12.293677673573285,long
33.0,4.6,fog,low,1,buffet,motorcycle,1.0,no,metropolitian,15,2,0,10.0,morning,2.9846372692856606,short
22.0,4.8,sandstorms,low,1,drinks,motorcycle,1.0,no,metropolitian,16,2,0,15.0,night,16.78827586251448,very_long
38.0,4.7,sunny,low,2,drinks,scooter,1.0,no,metropolitian,19,3,1,15.0,morning,1.5320227740641719,short
27.0,4.9,fog,low,2,drinks,scooter,0.0,no,metropolitian,20,3,0,15.0,night,12.421407858787804,long
32.0,4.8,sunny,jam,2,meal,scooter,1.0,no,metropolitian,25,2,0,10.0,night,10.444776155165918,long
26.0,4.8,cloudy,jam,0,snack,motorcycle,1.0,no,metropolitian,43,3,1,10.0,evening,12.42075005031367,long
29.0,4.5,windy,low,0,drinks,motorcycle,0.0,no,urban,15,3,0,10.0,night,19.659373527443684,very_long
31.0,4.5,sunny,jam,0,buffet,motorcycle,0.0,no,urban,29,4,0,15.0,evening,12.46418980459368,long
28.0,4.6,stormy,high,2,drinks,motorcycle,0.0,no,metropolitian,14,3,1,15.0,morning,6.1462436583934315,medium
21.0,4.8,sunny,medium,1,buffet,motorcycle,1.0,no,metropolitian,11,2,0,5.0,evening,8.92908688893574,medium
21.0,4.0,sandstorms,low,0,buffet,motorcycle,,no,metropolitian,19,3,0,5.0,night,7.79036212453358,medium
30.0,4.9,windy,low,1,drinks,motorcycle,1.0,no,metropolitian,29,3,0,10.0,night,,
29.0,4.7,cloudy,medium,2,buffet,motorcycle,1.0,no,urban,11,2,0,5.0,afternoon,5.992096714696517,medium
20.0,4.8,sunny,high,1,snack,motorcycle,0.0,no,metropolitian,14,3,0,10.0,morning,1.5297232853100244,short
28.0,5.0,windy,low,0,snack,motorcycle,0.0,no,urban,15,2,0,10.0,night,13.73594217639692,long
25.0,4.7,sandstorms,low,0,meal,motorcycle,1.0,no,metropolitian,16,3,0,10.0,night,10.705559922396555,long
,,,,3,buffet,motorcycle,1.0,yes,urban,43,3,0,,,16.85256546543028,very_long
38.0,4.8,stormy,low,1,buffet,motorcycle,1.0,no,metropolitian,20,3,0,5.0,morning,3.1048037532854496,short
39.0,4.9,stormy,low,1,drinks,motorcycle,1.0,no,metropolitian,26,3,0,10.0,night,4.610073053799191,short
26.0,4.9,windy,medium,1,snack,scooter,0.0,no,metropolitian,26,3,1,5.0,afternoon,9.122100805601145,medium
33.0,4.4,windy,jam,1,meal,motorcycle,0.0,no,urban,43,3,0,15.0,night,10.906036622245484,long
24.0,4.6,sandstorms,medium,0,snack,motorcycle,1.0,no,urban,25,3,0,10.0,evening,9.08801379933047,medium
24.0,4.9,fog,medium,0,buffet,motorcycle,1.0,no,metropolitian,28,3,0,10.0,afternoon,6.232303380306801,medium
33.0,4.5,stormy,low,2,buffet,scooter,0.0,no,metropolitian,17,3,0,15.0,night,13.611566722125085,long
35.0,4.2,windy,jam,1,drinks,motorcycle,1.0,no,metropolitian,44,3,1,10.0,evening,13.611428630407849,long
27.0,4.2,stormy,jam,0,buffet,motorcycle,1.0,no,metropolitian,33,4,0,5.0,evening,13.763896210757977,long
,,cloudy,medium,1,snack,scooter,1.0,no,urban,19,3,0,5.0,evening,7.7613504048972315,medium
29.0,4.5,sunny,medium,0,snack,motorcycle,0.0,no,metropolitian,15,4,1,5.0,evening,4.657591594952301,short
34.0,4.7,fog,low,1,buffet,scooter,1.0,no,metropolitian,27,2,1,10.0,night,19.34348721744278,very_long
20.0,4.7,cloudy,high,2,meal,scooter,1.0,no,metropolitian,25,2,0,15.0,morning,2.9845125598688362,short
29.0,4.8,sunny,high,1,drinks,motorcycle,1.0,no,metropolitian,18,4,0,5.0,afternoon,6.058876303739157,medium
22.0,4.9,stormy,medium,2,snack,scooter,0.0,no,metropolitian,21,4,0,5.0,evening,9.088084092164259,medium
35.0,4.9,cloudy,jam,0,buffet,motorcycle,2.0,no,metropolitian,53,2,0,15.0,night,10.41706579035871,long
32.0,4.4,sandstorms,jam,0,drinks,motorcycle,3.0,no,metropolitian,42,2,1,10.0,night,17.164833902684475,very_long
28.0,4.9,sunny,jam,2,snack,motorcycle,1.0,no,metropolitian,20,2,0,15.0,night,16.11387241182587,very_long
30.0,4.7,fog,low,1,meal,scooter,0.0,no,metropolitian,29,3,0,10.0,night,20.253686339517458,very_long
22.0,4.7,stormy,jam,2,snack,scooter,0.0,no,urban,15,4,0,10.0,evening,17.076258901183188,very_long
36.0,4.7,fog,medium,0,buffet,motorcycle,1.0,no,metropolitian,30,3,0,15.0,evening,7.79036212453358,medium
23.0,4.8,windy,jam,0,snack,motorcycle,1.0,no,metropolitian,28,3,1,5.0,evening,19.76218981785925,very_long
22.0,4.8,stormy,low,2,drinks,motorcycle,1.0,no,,19,4,0,5.0,morning,3.0250598092773755,short
29.0,4.5,sandstorms,low,2,meal,motorcycle,1.0,no,metropolitian,15,2,0,10.0,night,19.8395614419349,very_long
34.0,4.9,sandstorms,jam,0,buffet,motorcycle,3.0,yes,urban,50,3,0,15.0,night,17.07559440107296,very_long
38.0,4.1,stormy,high,0,buffet,motorcycle,1.0,yes,metropolitian,41,3,1,5.0,morning,1.5527001159059903,short
35.0,5.0,fog,medium,0,snack,motorcycle,1.0,no,metropolitian,37,3,1,10.0,afternoon,,
38.0,4.7,cloudy,jam,2,drinks,scooter,1.0,no,metropolitian,28,3,1,15.0,night,,
32.0,4.3,cloudy,medium,1,meal,scooter,2.0,no,metropolitian,35,2,0,15.0,evening,10.280572823486576,long
20.0,4.5,windy,jam,2,buffet,motorcycle,1.0,no,metropolitian,27,3,0,10.0,evening,10.867300462045835,long
25.0,4.9,fog,jam,0,buffet,motorcycle,2.0,no,metropolitian,43,3,0,5.0,night,12.417687564200063,long
29.0,4.5,fog,low,2,meal,scooter,0.0,no,,12,4,0,10.0,night,8.93786088183146,medium
32.0,4.7,sandstorms,jam,2,meal,scooter,1.0,no,metropolitian,31,2,1,15.0,evening,8.928939271550702,medium
39.0,4.1,cloudy,jam,1,drinks,motorcycle,2.0,no,metropolitian,39,2,0,5.0,night,,
31.0,4.4,stormy,jam,0,buffet,motorcycle,1.0,no,urban,47,3,1,5.0,night,16.660108123693192,very_long
37.0,4.5,fog,low,0,buffet,motorcycle,1.0,no,urban,26,3,0,5.0,night,7.601385733164932,medium
36.0,4.9,cloudy,medium,2,snack,electric_scooter,1.0,no,metropolitian,31,2,0,15.0,afternoon,13.183763612802814,long
37.0,3.8,sandstorms,jam,1,snack,motorcycle,1.0,no,metropolitian,42,4,0,10.0,evening,20.856833724898493,very_long
,,stormy,jam,2,meal,scooter,0.0,no,urban,12,3,1,,,9.192571532077613,medium
38.0,4.9,cloudy,high,2,snack,scooter,,no,metropolitian,25,3,0,10.0,afternoon,6.232373004507649,medium
37.0,4.4,sandstorms,jam,0,drinks,motorcycle,1.0,no,metropolitian,39,2,0,10.0,night,11.90486548713048,long
21.0,4.9,fog,low,2,buffet,scooter,1.0,no,,21,3,1,10.0,night,13.682164847733755,long
35.0,4.9,fog,medium,2,meal,electric_scooter,0.0,no,metropolitian,18,3,1,5.0,evening,4.469362226704516,short
22.0,4.8,sandstorms,jam,1,snack,scooter,1.0,no,urban,22,3,0,15.0,evening,13.40635545530559,long
28.0,4.8,fog,low,0,buffet,motorcycle,1.0,no,metropolitian,23,3,0,15.0,morning,3.073644027723396,short
39.0,4.0,stormy,medium,0,drinks,motorcycle,0.0,no,metropolitian,48,3,0,10.0,afternoon,20.20658151050797,very_long
29.0,4.5,windy,low,1,snack,scooter,0.0,no,urban,13,3,0,15.0,night,12.419724873245404,long
39.0,4.6,sandstorms,high,2,drinks,motorcycle,1.0,no,metropolitian,32,3,0,10.0,morning,3.104803710518419,short
25.0,4.9,sandstorms,jam,2,snack,electric_scooter,0.0,no,urban,16,3,1,5.0,night,20.20631641648197,very_long
34.0,5.0,cloudy,medium,2,snack,electric_scooter,0.0,no,urban,19,3,1,5.0,afternoon,4.6741517745550425,short
22.0,4.8,sunny,low,1,drinks,motorcycle,1.0,no,metropolitian,18,3,1,5.0,morning,3.1053699758611546,short
27.0,5.0,windy,jam,0,buffet,motorcycle,1.0,no,metropolitian,27,2,0,10.0,evening,10.444390862228435,long
28.0,4.5,sunny,medium,0,drinks,motorcycle,1.0,no,urban,25,3,1,10.0,afternoon,10.710903359654202,long
32.0,5.0,stormy,medium,2,drinks,scooter,1.0,no,metropolitian,31,3,0,15.0,evening,4.674393132741051,short
,,fog,jam,2,drinks,scooter,1.0,no,metropolitian,39,4,0,,,16.601276790345967,very_long
27.0,4.6,sunny,medium,0,snack,motorcycle,0.0,no,metropolitian,20,3,0,5.0,afternoon,10.756697879102619,long
35.0,3.9,windy,jam,1,snack,motorcycle,2.0,no,metropolitian,38,3,0,15.0,evening,12.23656153955492,long
22.0,4.6,windy,low,1,buffet,motorcycle,1.0,no,metropolitian,19,3,1,5.0,night,4.663658229921789,short
35.0,4.7,sunny,jam,2,drinks,electric_scooter,1.0,no,metropolitian,17,2,0,10.0,night,,
30.0,4.6,cloudy,low,0,buffet,motorcycle,0.0,no,urban,24,3,1,15.0,morning,1.5148048951935007,short
39.0,4.8,fog,high,2,drinks,scooter,1.0,no,urban,26,3,1,5.0,morning,3.1089883297657854,short
33.0,4.8,sandstorms,medium,2,meal,motorcycle,1.0,no,metropolitian,28,4,1,10.0,evening,9.219905581616992,medium
20.0,4.7,sandstorms,medium,2,snack,scooter,1.0,no,urban,16,3,0,5.0,afternoon,12.256687342592269,long
20.0,4.7,fog,medium,2,buffet,motorcycle,0.0,no,urban,17,3,0,10.0,evening,,
34.0,4.2,windy,low,0,snack,motorcycle,0.0,no,urban,24,3,1,5.0,night,9.326940869812143,medium
22.0,4.7,windy,medium,0,meal,motorcycle,,no,metropolitian,24,3,0,15.0,afternoon,10.88143182310278,long
37.0,4.3,stormy,high,2,meal,scooter,1.0,no,metropolitian,34,3,0,10.0,morning,2.9802493849187557,short
20.0,4.8,cloudy,low,1,snack,motorcycle,1.0,no,urban,16,3,0,15.0,morning,1.5302594894332384,short
33.0,4.9,windy,low,1,drinks,motorcycle,1.0,no,metropolitian,26,4,0,10.0,night,7.601614738321588,medium
21.0,5.0,fog,medium,1,drinks,motorcycle,1.0,no,metropolitian,25,4,1,5.0,afternoon,19.660943947619934,very_long
33.0,4.6,fog,medium,0,meal,motorcycle,2.0,no,metropolitian,49,3,0,15.0,afternoon,10.602417764362079,long
24.0,4.6,windy,medium,2,snack,electric_scooter,0.0,no,urban,24,3,0,10.0,evening,12.41960204102968,long
36.0,4.7,sandstorms,high,2,meal,scooter,2.0,no,metropolitian,32,3,1,10.0,morning,,
30.0,4.6,sunny,medium,0,buffet,motorcycle,1.0,no,metropolitian,26,3,0,10.0,evening,4.588898780683796,short
32.0,4.9,sandstorms,low,1,buffet,scooter,1.0,no,metropolitian,24,3,0,15.0,night,13.829931792649827,long
28.0,4.6,stormy,jam,2,drinks,electric_scooter,0.0,no,metropolitian,16,3,0,5.0,evening,19.975808791439345,very_long
21.0,4.7,windy,jam,2,drinks,scooter,1.0,no,metropolitian,27,4,0,10.0,evening,19.37374583495492,very_long
39.0,4.9,fog,high,0,drinks,motorcycle,1.0,no,metropolitian,25,2,0,5.0,morning,3.052706857073023,short
32.0,4.7,cloudy,low,0,drinks,motorcycle,0.0,no,metropolitian,26,3,1,10.0,morning,3.104803710518419,short
20.0,4.5,sandstorms,jam,1,buffet,scooter,1.0,no,urban,25,3,0,5.0,evening,9.178605957040862,medium
,,fog,low,0,meal,motorcycle,1.0,no,metropolitian,26,3,1,,,,
36.0,5.0,fog,low,2,meal,scooter,1.0,no,urban,15,3,0,5.0,morning,1.4901538808207615,short
28.0,4.8,sunny,low,1,buffet,scooter,1.0,no,urban,18,3,0,5.0,morning,3.1053645449072986,short
32.0,4.5,fog,jam,0,buffet,motorcycle,1.0,no,metropolitian,30,3,0,5.0,evening,7.661250453808297,medium
39.0,4.4,cloudy,jam,1,drinks,scooter,1.0,no,metropolitian,46,4,1,15.0,evening,17.076258901183188,very_long
30.0,4.7,windy,low,0,drinks,motorcycle,1.0,no,metropolitian,24,3,0,5.0,night,16.72143013885536,very_long
32.0,4.4,sandstorms,medium,0,drinks,motorcycle,1.0,no,metropolitian,37,3,1,5.0,afternoon,6.12841937845769,medium
23.0,4.6,windy,jam,0,snack,motorcycle,1.0,no,metropolitian,27,3,0,5.0,night,13.610877575672198,long
21.0,4.8,windy,medium,2,buffet,scooter,1.0,no,,27,3,1,10.0,afternoon,6.1186308844114,medium
31.0,4.2,windy,medium,2,meal,electric_scooter,1.0,no,metropolitian,32,3,1,10.0,afternoon,9.07434222926449,medium
37.0,4.6,stormy,high,2,buffet,electric_scooter,1.0,no,urban,28,3,1,15.0,morning,3.0589506421330555,short
20.0,4.5,sandstorms,jam,0,drinks,motorcycle,1.0,no,metropolitian,29,3,0,5.0,evening,7.601870282547478,medium
28.0,4.5,sandstorms,low,0,snack,motorcycle,1.0,no,metropolitian,27,3,0,10.0,morning,1.4899271643865588,short
22.0,4.9,cloudy,low,1,snack,motorcycle,0.0,no,metropolitian,11,3,0,5.0,morning,1.5545816630911855,short
20.0,4.7,cloudy,medium,1,buffet,motorcycle,1.0,no,urban,13,3,0,5.0,afternoon,9.219708856174128,medium
34.0,4.8,windy,low,1,buffet,scooter,1.0,no,metropolitian,27,3,1,5.0,night,19.618968653878262,very_long
38.0,4.8,windy,high,1,snack,scooter,1.0,no,metropolitian,25,3,1,5.0,morning,6.209259882041872,medium
,,,,3,drinks,scooter,1.0,no,metropolitian,26,3,0,,,20.182634488293672,very_long
32.0,4.5,cloudy,high,2,buffet,motorcycle,1.0,no,metropolitian,27,4,0,5.0,morning,6.036244196933988,medium
34.0,4.9,sunny,low,2,snack,scooter,1.0,no,metropolitian,26,3,0,10.0,night,16.853347148215086,very_long
33.0,3.9,windy,medium,2,meal,electric_scooter,1.0,no,metropolitian,32,3,0,5.0,afternoon,13.612594236925657,long
34.0,4.5,windy,low,1,meal,motorcycle,1.0,no,metropolitian,25,3,0,10.0,morning,3.025144329113595,short
32.0,4.6,stormy,jam,2,meal,motorcycle,1.0,no,metropolitian,32,3,0,15.0,night,,
,,sunny,low,1,drinks,scooter,2.0,yes,metropolitian,42,3,1,,,10.867434750937747,long
34.0,4.7,sunny,jam,0,drinks,motorcycle,1.0,no,metropolitian,29,3,0,15.0,evening,7.7725232004434295,medium
26.0,4.6,cloudy,jam,1,buffet,scooter,0.0,no,metropolitian,32,3,0,5.0,evening,10.641436955070953,long
31.0,4.0,cloudy,low,0,drinks,motorcycle,1.0,no,metropolitian,35,3,1,10.0,night,12.42069253996503,long
39.0,4.8,sunny,high,0,drinks,motorcycle,1.0,no,metropolitian,27,3,1,15.0,afternoon,6.081185877714606,medium
27.0,4.8,sunny,low,1,meal,motorcycle,0.0,no,metropolitian,15,2,0,10.0,morning,,
32.0,5.0,cloudy,jam,2,buffet,scooter,1.0,no,urban,27,3,0,15.0,night,7.683355299930933,medium
32.0,4.5,stormy,medium,0,meal,motorcycle,1.0,no,metropolitian,30,2,1,5.0,afternoon,7.568033295671673,medium
39.0,4.1,sunny,medium,0,snack,motorcycle,1.0,no,metropolitian,32,3,1,10.0,evening,10.564540523828974,long
36.0,4.8,stormy,low,2,meal,electric_scooter,0.0,no,metropolitian,25,3,0,5.0,morning,1.5323350156090414,short
37.0,4.1,windy,medium,0,buffet,motorcycle,1.0,no,metropolitian,38,3,0,15.0,afternoon,4.65713301884333,short
37.0,4.8,fog,jam,1,meal,scooter,1.0,no,metropolitian,26,3,1,5.0,night,9.054052950169497,medium
38.0,3.7,stormy,jam,1,meal,motorcycle,1.0,no,metropolitian,31,3,0,10.0,evening,16.853347148215086,very_long
28.0,4.7,stormy,high,2,drinks,scooter,1.0,no,metropolitian,28,3,0,15.0,morning,3.0182264849996012,short
34.0,3.8,stormy,medium,1,meal,scooter,0.0,no,metropolitian,31,3,0,15.0,evening,16.852118690780628,very_long
32.0,4.9,cloudy,low,1,buffet,motorcycle,1.0,no,metropolitian,29,3,1,10.0,night,17.074904296042025,very_long
22.0,4.7,windy,low,1,buffet,motorcycle,0.0,no,urban,17,3,0,5.0,night,8.937527873529229,medium
31.0,4.0,windy,medium,0,drinks,motorcycle,3.0,yes,metropolitian,45,2,0,10.0,afternoon,13.620357163029361,long
27.0,4.0,sandstorms,medium,0,meal,motorcycle,1.0,no,metropolitian,34,3,0,15.0,evening,12.434585525064866,long
29.0,4.9,windy,jam,1,drinks,scooter,0.0,no,metropolitian,24,3,1,10.0,evening,17.137487720369517,very_long
38.0,4.8,sandstorms,jam,0,meal,motorcycle,3.0,no,metropolitian,44,3,0,15.0,night,9.348325936764454,medium
35.0,4.8,cloudy,jam,2,snack,motorcycle,2.0,no,metropolitian,36,4,0,15.0,evening,7.601874226722028,medium
31.0,4.9,sunny,jam,0,meal,motorcycle,0.0,no,metropolitian,28,4,1,5.0,evening,4.657654937060173,short
30.0,4.3,windy,medium,1,drinks,scooter,2.0,no,metropolitian,37,3,1,5.0,evening,13.970007989574006,long
24.0,4.9,fog,medium,1,snack,motorcycle,0.0,no,urban,10,4,1,5.0,evening,,
33.0,4.8,stormy,low,2,drinks,motorcycle,0.0,no,urban,23,3,0,15.0,night,13.830053479838845,long
29.0,4.6,sandstorms,low,0,meal,motorcycle,0.0,no,metropolitian,22,2,0,15.0,night,10.278596687703995,long
38.0,4.6,stormy,high,2,snack,scooter,1.0,no,metropolitian,26,3,0,10.0,morning,6.117761953594232,medium
26.0,4.9,sandstorms,jam,0,drinks,motorcycle,1.0,no,metropolitian,34,3,1,5.0,evening,9.056095962462345,medium
39.0,4.8,sandstorms,medium,2,buffet,scooter,0.0,no,metropolitian,26,3,0,15.0,afternoon,,
24.0,4.5,fog,low,0,snack,motorcycle,,no,metropolitian,21,3,0,5.0,night,,
34.0,4.2,stormy,low,0,meal,motorcycle,1.0,no,metropolitian,28,3,0,10.0,night,9.193093962702912,medium
26.0,4.7,windy,low,2,snack,motorcycle,0.0,no,metropolitian,14,3,0,10.0,night,8.942954308598226,medium
35.0,4.7,cloudy,medium,2,meal,motorcycle,1.0,no,metropolitian,17,3,0,5.0,afternoon,6.050551152462876,medium
36.0,4.2,sandstorms,medium,0,drinks,motorcycle,1.0,no,metropolitian,37,4,0,5.0,evening,4.657579589646204,short
24.0,2.6,sunny,low,1,drinks,motorcycle,1.0,yes,metropolitian,42,4,0,15.0,night,16.660108123693192,very_long
,,sunny,medium,0,snack,motorcycle,0.0,no,urban,17,3,0,,,,
33.0,4.3,cloudy,medium,1,meal,motorcycle,1.0,no,metropolitian,34,4,1,10.0,afternoon,16.826241648658115,very_long
26.0,4.6,windy,medium,1,buffet,motorcycle,1.0,no,metropolitian,25,2,0,15.0,evening,16.787888950840177,very_long
32.0,5.0,windy,jam,1,buffet,scooter,1.0,no,urban,30,3,0,15.0,evening,17.074256778794595,very_long
37.0,4.9,fog,jam,0,meal,motorcycle,2.0,no,metropolitian,48,3,1,15.0,evening,13.403654333869842,long
26.0,4.9,stormy,low,2,drinks,scooter,1.0,no,metropolitian,18,2,1,5.0,night,20.285402098849676,very_long
31.0,4.8,stormy,low,1,drinks,scooter,0.0,no,metropolitian,28,3,1,5.0,night,20.253518127453113,very_long
37.0,4.6,stormy,medium,1,buffet,motorcycle,1.0,no,urban,26,3,0,5.0,afternoon,13.9707596607468,long
26.0,4.7,sunny,jam,2,drinks,scooter,0.0,no,urban,16,3,1,15.0,night,16.827472773146095,very_long
37.0,4.8,cloudy,jam,0,meal,motorcycle,0.0,no,metropolitian,25,3,0,5.0,evening,4.537571350180709,short
22.0,4.6,sunny,jam,2,drinks,motorcycle,0.0,no,metropolitian,22,4,0,10.0,evening,,
21.0,4.4,windy,low,0,drinks,motorcycle,0.0,no,metropolitian,15,4,1,15.0,night,4.560926278066122,short
22.0,4.0,sandstorms,low,0,snack,motorcycle,1.0,no,urban,28,3,1,10.0,morning,1.5524082366562466,short
38.0,4.5,windy,low,1,meal,motorcycle,1.0,no,urban,20,3,0,5.0,morning,1.5524171512659315,short
28.0,4.0,stormy,high,0,buffet,motorcycle,1.0,no,metropolitian,32,3,0,15.0,afternoon,6.2086819840397665,medium
29.0,4.7,sandstorms,jam,1,meal,scooter,0.0,no,urban,17,4,0,5.0,evening,,
31.0,4.9,cloudy,high,1,drinks,motorcycle,1.0,no,metropolitian,38,3,0,15.0,morning,6.0589191822901425,medium
24.0,4.8,cloudy,low,2,snack,scooter,0.0,no,metropolitian,14,3,0,10.0,morning,3.0405702571576674,short
33.0,4.8,windy,medium,1,buffet,motorcycle,1.0,no,metropolitian,26,3,1,15.0,afternoon,,
26.0,4.9,sandstorms,jam,0,snack,motorcycle,1.0,no,metropolitian,30,4,1,5.0,evening,13.788957415778517,long
,,windy,low,1,meal,scooter,1.0,no,metropolitian,28,4,0,,,12.074377562049364,long
20.0,4.7,cloudy,jam,1,snack,scooter,1.0,no,metropolitian,29,3,0,15.0,evening,7.790401204068506,medium
29.0,4.8,windy,low,1,buffet,scooter,0.0,no,urban,12,4,0,5.0,night,19.762382255532906,very_long
32.0,4.0,windy,medium,0,buffet,motorcycle,3.0,yes,urban,49,3,0,5.0,evening,10.867366120252031,long
20.0,4.9,fog,medium,0,meal,motorcycle,1.0,no,metropolitian,42,3,0,10.0,afternoon,16.659917302375398,very_long
26.0,5.0,sandstorms,medium,2,meal,electric_scooter,1.0,no,urban,24,3,1,15.0,evening,10.867138302160432,long
38.0,4.8,cloudy,jam,2,buffet,motorcycle,1.0,no,metropolitian,46,3,0,10.0,evening,16.72115728076054,very_long
34.0,4.6,sandstorms,high,2,meal,electric_scooter,1.0,no,urban,27,2,0,5.0,afternoon,6.176576611953425,medium
27.0,4.5,stormy,low,1,snack,motorcycle,0.0,no,metropolitian,13,4,1,5.0,morning,2.9795000083819434,short
29.0,5.0,windy,jam,1,drinks,motorcycle,1.0,no,metropolitian,25,2,1,15.0,evening,10.593374354489852,long
24.0,4.9,windy,jam,2,drinks,motorcycle,1.0,no,urban,24,4,0,15.0,evening,19.76106632827125,very_long
21.0,4.9,cloudy,low,1,buffet,motorcycle,0.0,no,metropolitian,12,3,1,15.0,morning,1.5125847685793798,short
33.0,4.4,windy,low,0,drinks,motorcycle,1.0,no,metropolitian,24,2,1,15.0,morning,1.465185811091463,short
35.0,4.7,sandstorms,jam,1,meal,motorcycle,1.0,no,metropolitian,29,3,0,10.0,night,9.055898607912091,medium
35.0,4.7,stormy,low,2,snack,scooter,1.0,no,metropolitian,18,3,0,5.0,night,12.46418980459368,long
,,,,3,snack,scooter,1.0,no,metropolitian,20,2,0,,,19.08680741329132,very_long
,,stormy,medium,0,buffet,motorcycle,0.0,no,metropolitian,13,3,0,,,4.663432062512584,short
29.0,4.8,cloudy,low,1,drinks,motorcycle,1.0,no,metropolitian,23,4,0,10.0,night,10.707345040408097,long
21.0,4.9,windy,low,0,buffet,motorcycle,1.0,no,metropolitian,19,3,0,5.0,night,12.256076445468295,long
29.0,4.6,windy,jam,0,meal,motorcycle,1.0,no,urban,29,4,0,5.0,night,17.078934089494954,very_long
22.0,4.7,sunny,jam,0,snack,motorcycle,0.0,no,metropolitian,24,3,1,15.0,evening,13.973206773137713,long
,,,,1,drinks,scooter,0.0,no,urban,27,3,0,,,6.217689154531592,medium
24.0,4.4,cloudy,jam,2,meal,scooter,0.0,no,metropolitian,40,2,0,15.0,evening,11.90494293616778,long
23.0,4.9,stormy,high,2,snack,scooter,0.0,no,metropolitian,22,3,0,15.0,morning,1.5544659606035225,short
27.0,4.6,windy,high,2,drinks,scooter,,no,urban,12,3,1,5.0,morning,1.5522933461661421,short
33.0,4.1,sandstorms,medium,0,drinks,motorcycle,1.0,no,metropolitian,43,3,0,5.0,evening,12.464528059716372,long
35.0,4.6,windy,medium,2,meal,scooter,1.0,no,metropolitian,26,3,0,15.0,evening,16.90249592854745,very_long
21.0,4.7,windy,medium,1,buffet,scooter,0.0,no,metropolitian,27,3,0,15.0,afternoon,4.674318760489487,short
39.0,4.4,fog,low,0,meal,motorcycle,2.0,no,metropolitian,35,3,0,10.0,night,13.96960642768458,long
34.0,4.8,windy,low,2,drinks,scooter,1.0,no,metropolitian,27,3,1,5.0,night,7.761160094160204,medium
29.0,4.9,cloudy,high,0,drinks,motorcycle,1.0,no,urban,27,3,0,15.0,morning,6.081389116676368,medium
20.0,4.7,fog,low,1,buffet,scooter,0.0,no,metropolitian,17,3,1,5.0,morning,3.0597099613184353,short
20.0,4.8,sandstorms,low,0,drinks,motorcycle,0.0,no,urban,17,2,1,15.0,night,,
30.0,4.7,sunny,low,1,drinks,motorcycle,0.0,no,metropolitian,15,3,0,15.0,night,9.054052950169497,medium
37.0,4.7,fog,jam,2,buffet,scooter,1.0,no,metropolitian,39,2,1,10.0,night,19.087110814122536,very_long
39.0,4.6,stormy,jam,1,drinks,motorcycle,1.0,no,,25,3,0,10.0,evening,4.537860442229041,short
26.0,5.0,sunny,medium,0,drinks,motorcycle,1.0,no,metropolitian,18,4,0,5.0,afternoon,16.903843893839564,very_long
32.0,4.9,cloudy,medium,0,meal,motorcycle,3.0,yes,urban,48,2,0,10.0,afternoon,,
